         159182 function calls (157335 primitive calls) in 0.669 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
       33    0.000    0.000    0.000    0.000 {built-in method sys.intern}
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.10/typing.py:2267(__new__)
        6    0.000    0.000    0.000    0.000 /home/daisymal/DS_Bootcamp.Day03.ID_886513-1/src/ex04/daisymal/lib/python3.10/site-packages/httpcore/_models.py:85(enforce_stream)
        1    0.000    0.000    0.000    0.000 /home/daisymal/DS_Bootcamp.Day03.ID_886513-1/src/ex04/daisymal/lib/python3.10/site-packages/anyio/abc/_resources.py:1(<module>)
       23    0.000    0.000    0.000    0.000 /usr/lib/python3.10/abc.py:110(register)
       78    0.000    0.000    0.000    0.000 /usr/lib/python3.10/signal.py:21(<lambda>)
       31    0.000    0.000    0.000    0.000 /usr/lib/python3.10/typing.py:810(<genexpr>)
        5    0.000    0.000    0.000    0.000 /usr/lib/python3.10/_collections_abc.py:983(clear)
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.10/http/cookiejar.py:44(_debug)
        2    0.000    0.000    0.000    0.000 /home/daisymal/DS_Bootcamp.Day03.ID_886513-1/src/ex04/daisymal/lib/python3.10/site-packages/h11/_receivebuffer.py:147(is_next_line_obviously_invalid_request_line)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.10/html/parser.py:255(parse_html_declaration)
        1    0.000    0.000    0.000    0.000 /home/daisymal/DS_Bootcamp.Day03.ID_886513-1/src/ex04/daisymal/lib/python3.10/site-packages/anyio/_core/_signals.py:1(<module>)
       11    0.000    0.000    0.000    0.000 {built-in method builtins.all}
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.10/importlib/readers.py:12(__init__)
       22    0.000    0.000    0.000    0.000 /usr/lib/python3.10/typing.py:1333(<genexpr>)
        1    0.000    0.000    0.000    0.000 /home/daisymal/DS_Bootcamp.Day03.ID_886513-1/src/ex04/daisymal/lib/python3.10/site-packages/anyio/_core/_testing.py:1(<module>)
       14    0.000    0.000    0.000    0.000 /usr/lib/python3.10/dataclasses.py:326(__set_name__)
        1    0.000    0.000    0.000    0.000 /home/daisymal/DS_Bootcamp.Day03.ID_886513-1/src/ex04/daisymal/lib/python3.10/site-packages/bs4/builder/_htmlparser.py:294(handle_decl)
        3    0.000    0.000    0.000    0.000 /usr/lib/python3.10/typing.py:1875(<dictcomp>)
       31    0.000    0.000    0.000    0.000 /usr/lib/python3.10/collections/__init__.py:579(__missing__)
        6    0.000    0.000    0.000    0.000 /home/daisymal/DS_Bootcamp.Day03.ID_886513-1/src/ex04/daisymal/lib/python3.10/site-packages/httpcore/_models.py:162(__init__)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.10/pathlib.py:865(parent)
       11    0.000    0.000    0.000    0.000 {method 'remove' of 'list' objects}
        1    0.000    0.000    0.000    0.000 /home/daisymal/DS_Bootcamp.Day03.ID_886513-1/src/ex04/daisymal/lib/python3.10/site-packages/h11/_state.py:249(ConnectionState)
        1    0.000    0.000    0.520    0.520 /home/daisymal/DS_Bootcamp.Day03.ID_886513-1/src/ex04/daisymal/lib/python3.10/site-packages/httpx/_client.py:771(request)
        3    0.000    0.000    0.000    0.000 /usr/lib/python3.10/pathlib.py:239(splitroot)
        1    0.000    0.000    0.001    0.001 /usr/lib/python3.10/importlib/readers.py:1(<module>)
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.10/threading.py:264(__enter__)
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.10/_weakrefset.py:37(__init__)
        7    0.000    0.000    0.000    0.000 /usr/lib/python3.10/enum.py:423(__getattr__)
       32    0.000    0.000    0.000    0.000 /usr/lib/python3.10/_collections_abc.py:409(__subclasshook__)
        2    0.000    0.000    0.000    0.000 /home/daisymal/DS_Bootcamp.Day03.ID_886513-1/src/ex04/daisymal/lib/python3.10/site-packages/h11/_headers.py:123(raw_items)
        1    0.000    0.000    0.000    0.000 /home/daisymal/DS_Bootcamp.Day03.ID_886513-1/src/ex04/daisymal/lib/python3.10/site-packages/h11/_receivebuffer.py:47(ReceiveBuffer)
        2    0.000    0.000    0.000    0.000 /home/daisymal/DS_Bootcamp.Day03.ID_886513-1/src/ex04/daisymal/lib/python3.10/site-packages/httpx/_client.py:760(_transport_for_url)
       38    0.000    0.000    0.000    0.000 {method '__init_subclass__' of 'object' objects}
        3    0.000    0.000    0.000    0.000 /usr/lib/python3.10/http/cookiejar.py:1231(deepvalues)
        7    0.000    0.000    0.000    0.000 /usr/lib/python3.10/inspect.py:1997(_signature_is_functionlike)
        2    0.000    0.000    0.000    0.000 /home/daisymal/DS_Bootcamp.Day03.ID_886513-1/src/ex04/daisymal/lib/python3.10/site-packages/httpcore/_backends/sync.py:121(__init__)
        1    0.000    0.000    0.000    0.000 /home/daisymal/DS_Bootcamp.Day03.ID_886513-1/src/ex04/daisymal/lib/python3.10/site-packages/anyio/_core/_resources.py:1(<module>)
       13    0.000    0.000    0.000    0.000 {method 'release' of '_thread.lock' objects}
       37    0.000    0.000    0.000    0.000 {method 'isidentifier' of 'str' objects}
        1    0.000    0.000    0.058    0.058 /home/daisymal/DS_Bootcamp.Day03.ID_886513-1/src/ex04/daisymal/lib/python3.10/site-packages/bs4/__init__.py:650(_feed)
        1    0.000    0.000    0.000    0.000 /home/daisymal/DS_Bootcamp.Day03.ID_886513-1/src/ex04/daisymal/lib/python3.10/site-packages/httpcore/_sync/connection_pool.py:43(ConnectionPool)
        4    0.000    0.000    0.000    0.000 /home/daisymal/DS_Bootcamp.Day03.ID_886513-1/src/ex04/daisymal/lib/python3.10/site-packages/httpx/_urls.py:168(host)
       14    0.000    0.000    0.000    0.000 /usr/lib/python3.10/inspect.py:632(_is_wrapper)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.10/asyncio/queues.py:21(Queue)
        3    0.000    0.000    0.000    0.000 /home/daisymal/DS_Bootcamp.Day03.ID_886513-1/src/ex04/daisymal/lib/python3.10/site-packages/httpcore/_sync/connection.py:167(can_handle_request)
        1    0.000    0.000    0.000    0.000 /home/daisymal/DS_Bootcamp.Day03.ID_886513-1/src/ex04/daisymal/lib/python3.10/site-packages/httpcore/_backends/auto.py:1(<module>)
        6    0.000    0.000    0.000    0.000 /home/daisymal/DS_Bootcamp.Day03.ID_886513-1/src/ex04/daisymal/lib/python3.10/site-packages/typing_extensions.py:2923(__hash__)
        3    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:421(spec_from_loader)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.10/asyncio/mixins.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.10/asyncio/sslproto.py:283(_SSLProtocolTransport)
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.10/threading.py:90(RLock)
        1    0.000    0.000    0.000    0.000 /home/daisymal/DS_Bootcamp.Day03.ID_886513-1/src/ex04/daisymal/lib/python3.10/site-packages/httpcore/_async/interfaces.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.10/asyncio/unix_events.py:57(_UnixSelectorEventLoop)
        1    0.000    0.000    0.000    0.000 /home/daisymal/DS_Bootcamp.Day03.ID_886513-1/src/ex04/daisymal/lib/python3.10/site-packages/httpcore/_trace.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.10/importlib/_adapters.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /home/daisymal/DS_Bootcamp.Day03.ID_886513-1/src/ex04/daisymal/lib/python3.10/site-packages/h11/_events.py:40(Request)
        2    0.000    0.000    0.000    0.000 /home/daisymal/DS_Bootcamp.Day03.ID_886513-1/src/ex04/daisymal/lib/python3.10/site-packages/httpcore/_sync/http11.py:325(__init__)
        1    0.000    0.000    0.000    0.000 /home/daisymal/DS_Bootcamp.Day03.ID_886513-1/src/ex04/daisymal/lib/python3.10/site-packages/httpcore/_sync/http11.py:43(HTTP11Connection)
        6    0.000    0.000    0.000    0.000 /home/daisymal/DS_Bootcamp.Day03.ID_886513-1/src/ex04/daisymal/lib/python3.10/site-packages/typing_extensions.py:541(_caller)
        1    0.000    0.000    0.000    0.000 /home/daisymal/DS_Bootcamp.Day03.ID_886513-1/src/ex04/daisymal/lib/python3.10/site-packages/anyio/_core/_synchronization.py:607(CapacityLimiterAdapter)
       10    0.000    0.000    0.000    0.000 /usr/lib/python3.10/functools.py:841(_is_valid_dispatch_type)
        1    0.000    0.000    0.000    0.000 /home/daisymal/DS_Bootcamp.Day03.ID_886513-1/src/ex04/daisymal/lib/python3.10/site-packages/bs4/builder/_htmlparser.py:84(__init__)
        1    0.000    0.000    0.000    0.000 /home/daisymal/DS_Bootcamp.Day03.ID_886513-1/src/ex04/daisymal/lib/python3.10/site-packages/h11/_events.py:128(_ResponseBase)
        5    0.000    0.000    0.000    0.000 {built-in method _struct.calcsize}
       44    0.000    0.000    0.000    0.000 /usr/lib/python3.10/inspect.py:2699(kind)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.10/email/message.py:667(get_param)
       14    0.000    0.000    0.000    0.000 /usr/lib/python3.10/dataclasses.py:1049(<listcomp>)
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.10/inspect.py:290(_has_code_flag)
        5    0.000    0.000    0.000    0.000 /usr/lib/python3.10/weakref.py:496(popitem)
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.10/urllib/parse.py:1205(_splittag)
        2    0.000    0.000    0.000    0.000 /home/daisymal/DS_Bootcamp.Day03.ID_886513-1/src/ex04/daisymal/lib/python3.10/site-packages/httpcore/_sync/connection_pool.py:390(__init__)
        1    0.000    0.000    0.000    0.000 /home/daisymal/DS_Bootcamp.Day03.ID_886513-1/src/ex04/daisymal/lib/python3.10/site-packages/h11/_receivebuffer.py:1(<module>)
        4    0.000    0.000    0.000    0.000 /usr/lib/python3.10/typing.py:407(__getitem__)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.10/asyncio/coroutines.py:36(CoroWrapper)
        1    0.000    0.000    0.001    0.001 /usr/lib/python3.10/concurrent/futures/__init__.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /home/daisymal/DS_Bootcamp.Day03.ID_886513-1/src/ex04/daisymal/lib/python3.10/site-packages/httpcore/_sync/connection.py:38(HTTPConnection)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.10/asyncio/base_subprocess.py:10(BaseSubprocessTransport)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.10/asyncio/streams.py:294(StreamWriter)
        2    0.000    0.000    0.000    0.000 /home/daisymal/DS_Bootcamp.Day03.ID_886513-1/src/ex04/daisymal/lib/python3.10/site-packages/httpcore/_sync/connection_pool.py:305(<listcomp>)
        1    0.000    0.000    0.000    0.000 /home/daisymal/DS_Bootcamp.Day03.ID_886513-1/src/ex04/daisymal/lib/python3.10/site-packages/httpx/_client.py:424(_merge_headers)
        1    0.000    0.000    0.000    0.000 /home/daisymal/DS_Bootcamp.Day03.ID_886513-1/src/ex04/daisymal/lib/python3.10/site-packages/exceptiongroup/_exceptions.py:56(BaseExceptionGroup)
        1    0.000    0.000    0.000    0.000 /home/daisymal/DS_Bootcamp.Day03.ID_886513-1/src/ex04/daisymal/lib/python3.10/site-packages/httpx/_decoders.py:92(__init__)
        2    0.000    0.000    0.000    0.000 /home/daisymal/DS_Bootcamp.Day03.ID_886513-1/src/ex04/daisymal/lib/python3.10/site-packages/h11/_receivebuffer.py:64(__bytes__)
        1    0.000    0.000    0.000    0.000 /home/daisymal/DS_Bootcamp.Day03.ID_886513-1/src/ex04/daisymal/lib/python3.10/site-packages/anyio/_core/_synchronization.py:434(SemaphoreAdapter)
        1    0.000    0.000    0.000    0.000 /home/daisymal/DS_Bootcamp.Day03.ID_886513-1/src/ex04/daisymal/lib/python3.10/site-packages/httpcore/_sync/connection.py:170(close)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.10/asyncio/base_futures.py:1(<module>)
       15    0.000    0.000    0.000    0.000 /usr/lib/python3.10/enum.py:245(<genexpr>)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.10/zipfile.py:1110(_ZipWriteFile)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.10/asyncio/base_tasks.py:1(<module>)
        3    0.000    0.000    0.000    0.000 /usr/lib/python3.10/re.py:202(sub)
        1    0.000    0.000    0.000    0.000 /home/daisymal/DS_Bootcamp.Day03.ID_886513-1/src/ex04/daisymal/lib/python3.10/site-packages/bs4/builder/_htmlparser.py:347(__init__)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.10/asyncio/tasks.py:75(Task)
        1    0.000    0.000    0.000    0.000 /home/daisymal/DS_Bootcamp.Day03.ID_886513-1/src/ex04/daisymal/lib/python3.10/site-packages/bs4/builder/__init__.py:204(__init__)
        2    0.000    0.000    0.000    0.000 /home/daisymal/DS_Bootcamp.Day03.ID_886513-1/src/ex04/daisymal/lib/python3.10/site-packages/h11/_writers.py:94(send_eom)
        3    0.000    0.000    0.000    0.000 /usr/lib/python3.10/typing.py:1250(__repr__)
        5    0.000    0.000    0.000    0.000 /home/daisymal/DS_Bootcamp.Day03.ID_886513-1/src/ex04/daisymal/lib/python3.10/site-packages/httpx/_models.py:348(<listcomp>)
        3    0.000    0.000    0.000    0.000 /home/daisymal/DS_Bootcamp.Day03.ID_886513-1/src/ex04/daisymal/lib/python3.10/site-packages/httpx/_urlparse.py:422(validate_path)
        2    0.000    0.000    0.000    0.000 /home/daisymal/DS_Bootcamp.Day03.ID_886513-1/src/ex04/daisymal/lib/python3.10/site-packages/httpcore/_synchronization.py:284(set)
        1    0.000    0.000    0.001    0.001 /home/daisymal/DS_Bootcamp.Day03.ID_886513-1/src/ex04/daisymal/lib/python3.10/site-packages/certifi/core.py:56(where)
       10    0.000    0.000    0.000    0.000 /usr/lib/python3.10/collections/__init__.py:402(<genexpr>)
       36    0.000    0.000    0.000    0.000 /home/daisymal/DS_Bootcamp.Day03.ID_886513-1/src/ex04/daisymal/lib/python3.10/site-packages/typing_extensions.py:2926(__eq__)
       40    0.000    0.000    0.000    0.000 /usr/lib/python3.10/enum.py:559(<lambda>)
        1    0.000    0.000    0.001    0.001 /usr/lib/python3.10/textwrap.py:1(<module>)
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.10/pathlib.py:621(__str__)
        1    0.000    0.000    0.000    0.000 /home/daisymal/DS_Bootcamp.Day03.ID_886513-1/src/ex04/daisymal/lib/python3.10/site-packages/httpx/_models.py:468(read)
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.10/codecs.py:319(decode)
        6    0.000    0.000    0.000    0.000 {method 'strip' of 'bytes' objects}
        1    0.000    0.000    0.000    0.000 /home/daisymal/DS_Bootcamp.Day03.ID_886513-1/src/ex04/daisymal/lib/python3.10/site-packages/h11/_events.py:315(EndOfMessage)
        1    0.000    0.000    0.000    0.000 /home/daisymal/DS_Bootcamp.Day03.ID_886513-1/src/ex04/daisymal/lib/python3.10/site-packages/httpcore/_sync/connection_pool.py:347(close)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.10/asyncio/format_helpers.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.10/contextvars.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /home/daisymal/DS_Bootcamp.Day03.ID_886513-1/src/ex04/daisymal/lib/python3.10/site-packages/httpcore/_async/http2.py:1(<module>)
        2    0.000    0.000    0.000    0.000 /home/daisymal/DS_Bootcamp.Day03.ID_886513-1/src/ex04/daisymal/lib/python3.10/site-packages/h11/_readers.py:149(__init__)
        1    0.000    0.000    0.000    0.000 /home/daisymal/DS_Bootcamp.Day03.ID_886513-1/src/ex04/daisymal/lib/python3.10/site-packages/httpx/_client.py:494(_redirect_method)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.10/asyncio/unix_events.py:1201(MultiLoopChildWatcher)
        1    0.000    0.000    0.088    0.088 /home/daisymal/DS_Bootcamp.Day03.ID_886513-1/src/ex04/daisymal/lib/python3.10/site-packages/httpx/_client.py:718(_init_transport)
        1    0.000    0.000    0.000    0.000 /home/daisymal/DS_Bootcamp.Day03.ID_886513-1/src/ex04/daisymal/lib/python3.10/site-packages/anyio/from_thread.py:398(BlockingPortalProvider)
        8    0.000    0.000    0.000    0.000 {method 'translate' of 'bytearray' objects}
        1    0.000    0.000    0.000    0.000 /home/daisymal/DS_Bootcamp.Day03.ID_886513-1/src/ex04/daisymal/lib/python3.10/site-packages/httpcore/_sync/http2.py:1(<module>)
       13    0.000    0.000    0.000    0.000 {method 'release' of '_thread.RLock' objects}
        1    0.000    0.000    0.000    0.000 /home/daisymal/DS_Bootcamp.Day03.ID_886513-1/src/ex04/daisymal/lib/python3.10/site-packages/anyio/_core/_synchronization.py:196(LockAdapter)
        1    0.000    0.000    0.000    0.000 /home/daisymal/DS_Bootcamp.Day03.ID_886513-1/src/ex04/daisymal/lib/python3.10/site-packages/h11/_readers.py:122(ContentLengthReader)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.10/importlib/readers.py:15(resource_path)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.10/importlib/abc.py:354(Traversable)
        6    0.000    0.000    0.000    0.000 /home/daisymal/DS_Bootcamp.Day03.ID_886513-1/src/ex04/daisymal/lib/python3.10/site-packages/httpx/_content.py:35(__iter__)
        4    0.000    0.000    0.000    0.000 {method 'groups' of 're.Match' objects}
        1    0.000    0.000    0.000    0.000 /home/daisymal/DS_Bootcamp.Day03.ID_886513-1/src/ex04/daisymal/lib/python3.10/site-packages/httpx/_client.py:413(_merge_cookies)
        4    0.000    0.000    0.000    0.000 /usr/lib/python3.10/typing.py:284(_flatten_literal_params)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.10/typing.py:2247(_make_nmtuple)
        4    0.000    0.000    0.000    0.000 /home/daisymal/DS_Bootcamp.Day03.ID_886513-1/src/ex04/daisymal/lib/python3.10/site-packages/httpcore/_sync/connection_pool.py:302(<listcomp>)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.10/typing.py:1430(_no_init_or_replace_init)
        1    0.000    0.000    0.000    0.000 /home/daisymal/DS_Bootcamp.Day03.ID_886513-1/src/ex04/daisymal/lib/python3.10/site-packages/httpx/_models.py:85(_parse_content_type_charset)
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.10/threading.py:359(notify)
        1    0.000    0.000    0.000    0.000 /home/daisymal/DS_Bootcamp.Day03.ID_886513-1/src/ex04/daisymal/lib/python3.10/site-packages/httpcore/_utils.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /home/daisymal/DS_Bootcamp.Day03.ID_886513-1/src/ex04/daisymal/lib/python3.10/site-packages/anyio/streams/tls.py:33(TLSAttribute)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.10/asyncio/base_events.py:278(Server)
       10    0.000    0.000    0.000    0.000 /usr/lib/python3.10/typing.py:329(<genexpr>)
        1    0.000    0.000    0.002    0.002 /home/daisymal/DS_Bootcamp.Day03.ID_886513-1/src/ex04/daisymal/lib/python3.10/site-packages/certifi/__init__.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.10/zipfile.py:2191(CompleteDirs)
      7/3    0.000    0.000    0.000    0.000 /usr/lib/python3.10/typing.py:1093(<listcomp>)
       13    0.000    0.000    0.000    0.000 /home/daisymal/DS_Bootcamp.Day03.ID_886513-1/src/ex04/daisymal/lib/python3.10/site-packages/bs4/builder/__init__.py:680(<genexpr>)
        1    0.000    0.000    0.000    0.000 /home/daisymal/DS_Bootcamp.Day03.ID_886513-1/src/ex04/daisymal/lib/python3.10/site-packages/httpcore/_sync/connection_pool.py:128(create_connection)
        2    0.000    0.000    0.000    0.000 /home/daisymal/DS_Bootcamp.Day03.ID_886513-1/src/ex04/daisymal/lib/python3.10/site-packages/httpcore/_sync/connection_pool.py:23(assign_to_connection)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.10/encodings/idna.py:298(getregentry)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.10/typing.py:2249(<dictcomp>)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.10/email/message.py:423(__contains__)
        5    0.000    0.000    0.000    0.000 {method 'popitem' of 'dict' objects}
        1    0.000    0.000    0.001    0.001 /usr/lib/python3.10/importlib/resources.py:107(path)
        1    0.000    0.000    0.000    0.000 /home/daisymal/DS_Bootcamp.Day03.ID_886513-1/src/ex04/daisymal/lib/python3.10/site-packages/h11/_state.py:250(__init__)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.10/pathlib.py:615(_make_child)
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.10/logging/__init__.py:1467(info)
        1    0.000    0.000    0.000    0.000 /home/daisymal/DS_Bootcamp.Day03.ID_886513-1/src/ex04/daisymal/lib/python3.10/site-packages/anyio/lowlevel.py:77(_NoValueSet)
        2    0.000    0.000    0.000    0.000 /home/daisymal/DS_Bootcamp.Day03.ID_886513-1/src/ex04/daisymal/lib/python3.10/site-packages/httpx/_auth.py:62(sync_auth_flow)
        1    0.000    0.000    0.000    0.000 /home/daisymal/DS_Bootcamp.Day03.ID_886513-1/src/ex04/daisymal/lib/python3.10/site-packages/httpx/_transports/default.py:74(_load_httpcore_exceptions)
        1    0.000    0.000    0.000    0.000 /home/daisymal/DS_Bootcamp.Day03.ID_886513-1/src/ex04/daisymal/lib/python3.10/site-packages/httpx/_decoders.py:311(__init__)
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.10/threading.py:389(notify_all)
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.10/pathlib.py:957(__new__)
        1    0.000    0.000    0.000    0.000 /home/daisymal/DS_Bootcamp.Day03.ID_886513-1/src/ex04/daisymal/lib/python3.10/site-packages/anyio/streams/memory.py:48(MemoryObjectStreamState)
        1    0.000    0.000    0.000    0.000 /home/daisymal/DS_Bootcamp.Day03.ID_886513-1/src/ex04/daisymal/lib/python3.10/site-packages/httpx/_transports/default.py:217(__enter__)
        1    0.000    0.000    0.000    0.000 /home/daisymal/DS_Bootcamp.Day03.ID_886513-1/src/ex04/daisymal/lib/python3.10/site-packages/httpx/_utils.py:30(get_environment_proxies)
        1    0.000    0.000    0.000    0.000 /home/daisymal/DS_Bootcamp.Day03.ID_886513-1/src/ex04/daisymal/lib/python3.10/site-packages/anyio/abc/_subprocesses.py:10(Process)
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.10/pathlib.py:589(_from_parts)
       27    0.000    0.000    0.000    0.000 /usr/lib/python3.10/inspect.py:2687(name)
        1    0.000    0.000    0.000    0.000 /home/daisymal/DS_Bootcamp.Day03.ID_886513-1/src/ex04/daisymal/lib/python3.10/site-packages/httpx/_models.py:328(__delitem__)
        1    0.000    0.000    0.000    0.000 /home/daisymal/DS_Bootcamp.Day03.ID_886513-1/src/ex04/daisymal/lib/python3.10/site-packages/httpx/_urls.py:425(__init__)
        1    0.000    0.000    0.000    0.000 /home/daisymal/DS_Bootcamp.Day03.ID_886513-1/src/ex04/daisymal/lib/python3.10/site-packages/httpx/_client.py:305(headers)
       16    0.000    0.000    0.000    0.000 /home/daisymal/DS_Bootcamp.Day03.ID_886513-1/src/ex04/daisymal/lib/python3.10/site-packages/anyio/_core/_typedattr.py:13(typed_attribute)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.10/importlib/_abc.py:1(<module>)
        3    0.000    0.000    0.000    0.000 {method 'register' of 'select.poll' objects}
        2    0.000    0.000    0.000    0.000 /home/daisymal/DS_Bootcamp.Day03.ID_886513-1/src/ex04/daisymal/lib/python3.10/site-packages/httpx/_client.py:145(__init__)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.10/importlib/abc.py:166(InspectLoader)
        2    0.000    0.000    0.000    0.000 /home/daisymal/DS_Bootcamp.Day03.ID_886513-1/src/ex04/daisymal/lib/python3.10/site-packages/httpx/_transports/default.py:122(__init__)
        1    0.000    0.000    0.000    0.000 /home/daisymal/DS_Bootcamp.Day03.ID_886513-1/src/ex04/daisymal/lib/python3.10/site-packages/anyio/lowlevel.py:90(RunVar)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.10/asyncio/unix_events.py:583(_UnixWritePipeTransport)
       15    0.000    0.000    0.000    0.000 {built-in method builtins.chr}
        5    0.000    0.000    0.000    0.000 /home/daisymal/DS_Bootcamp.Day03.ID_886513-1/src/ex04/daisymal/lib/python3.10/site-packages/httpx/_urls.py:126(scheme)
        2    0.000    0.000    0.000    0.000 /home/daisymal/DS_Bootcamp.Day03.ID_886513-1/src/ex04/daisymal/lib/python3.10/site-packages/h11/_events.py:247(__post_init__)
        1    0.000    0.000    0.001    0.001 <frozen importlib._bootstrap_external>:1079(get_resource_reader)
       13    0.000    0.000    0.000    0.000 /usr/lib/python3.10/typing.py:1884(<genexpr>)
        1    0.000    0.000    0.000    0.000 /home/daisymal/DS_Bootcamp.Day03.ID_886513-1/src/ex04/daisymal/lib/python3.10/site-packages/httpcore/_sync/socks_proxy.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /home/daisymal/DS_Bootcamp.Day03.ID_886513-1/src/ex04/daisymal/lib/python3.10/site-packages/anyio/abc/_sockets.py:103(UNIXSocketStream)
       18    0.000    0.000    0.000    0.000 {method 'index' of 'tuple' objects}
        4    0.000    0.000    0.000    0.000 {built-in method time.perf_counter}
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.10/email/utils.py:355(unquote)
        9    0.000    0.000    0.000    0.000 {method 'setter' of 'property' objects}
        2    0.000    0.000    0.000    0.000 /home/daisymal/DS_Bootcamp.Day03.ID_886513-1/src/ex04/daisymal/lib/python3.10/site-packages/httpcore/_synchronization.py:240(__init__)
        7    0.000    0.000    0.000    0.000 /usr/lib/python3.10/dataclasses.py:843(<listcomp>)
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.10/urllib/parse.py:427(_checknetloc)
        1    0.000    0.000    0.000    0.000 /home/daisymal/DS_Bootcamp.Day03.ID_886513-1/src/ex04/daisymal/lib/python3.10/site-packages/httpcore/_async/http_proxy.py:169(AsyncForwardHTTPConnection)
        1    0.000    0.000    0.000    0.000 /home/daisymal/DS_Bootcamp.Day03.ID_886513-1/src/ex04/daisymal/lib/python3.10/site-packages/httpcore/_sync/connection.py:175(is_available)
        4    0.000    0.000    0.000    0.000 /usr/lib/python3.10/_collections_abc.py:315(__subclasshook__)
        5    0.000    0.000    0.000    0.000 {built-in method time.monotonic}
        2    0.000    0.000    0.000    0.000 /home/daisymal/DS_Bootcamp.Day03.ID_886513-1/src/ex04/daisymal/lib/python3.10/site-packages/httpcore/_models.py:40(enforce_url)
        1    0.000    0.000    0.000    0.000 /home/daisymal/DS_Bootcamp.Day03.ID_886513-1/src/ex04/daisymal/lib/python3.10/site-packages/httpcore/_async/http_proxy.py:233(AsyncTunnelHTTPConnection)
        3    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:770(create_module)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.10/asyncio/transports.py:9(BaseTransport)
        2    0.000    0.000    0.000    0.000 /home/daisymal/DS_Bootcamp.Day03.ID_886513-1/src/ex04/daisymal/lib/python3.10/site-packages/httpx/_urls.py:307(is_absolute_url)
       12    0.000    0.000    0.000    0.000 /usr/lib/python3.10/typing.py:1554(<genexpr>)
        1    0.000    0.000    0.000    0.000 /home/daisymal/DS_Bootcamp.Day03.ID_886513-1/src/ex04/daisymal/lib/python3.10/site-packages/httpcore/_backends/trio.py:1(<module>)
        6    0.000    0.000    0.000    0.000 /home/daisymal/DS_Bootcamp.Day03.ID_886513-1/src/ex04/daisymal/lib/python3.10/site-packages/typing_extensions.py:1611(_set_default)
